L3,L3 Desc,L4,L4 Desc,L5,Item,Description,Level,Responsible (From OBS),Commentary,,wbs-code,,,
A2,Surface Infrastructure and Enabling ,17,Lower Res Haul Road - Construct and Maintain,010,A217010,Lower Res Haul Road - Construct and Maintain,5,Steve Pickering,,,BR-P4-A2-17-010,BRIP4A217010,BRIP421710,BRIP4A217010
A2,Surface Infrastructure and Enabling ,18,Bella Creek Road ,000,A218000,Bella Creek Road ,4,,,,BR-P4-A2-18-000,BRIP4A218000,BRIP421800,BRIP4A218000
A2,Surface Infrastructure and Enabling ,18,Bella Creek Road ,010,A218010,Bella Creek Road ,5,Aiden Goggins,,,BR-P4-A2-18-010,BRIP4A218010,BRIP421810,BRIP4A218010
A2,Surface Infrastructure and Enabling ,19,Yabba Creek Bridge  ,000,A219000,Yabba Creek Bridge  ,4,,,,BR-P4-A2-19-000,BRIP4A219000,BRIP421900,BRIP4A219000
A2,Surface Infrastructure and Enabling ,19,Yabba Creek Bridge  ,010,A219010,Yabba Creek Bridge  ,5,Aiden Goggins,,,BR-P4-A2-19-010,BRIP4A219010,BRIP421910,BRIP4A219010
A2,Surface Infrastructure and Enabling ,20,Kingaham Creek Bridge ,000,A220000,Kingaham Creek Bridge ,4,,,,BR-P4-A2-20-000,BRIP4A220000,BRIP422000,BRIP4A220000
A2,Surface Infrastructure and Enabling ,20,Kingaham Creek Bridge ,010,A220010,Kingaham Creek Bridge ,5,Aiden Goggins,,,BR-P4-A2-20-010,BRIP4A220010,BRIP422010,BRIP4A220010
A2,Surface Infrastructure and Enabling ,21,Road to Lower Inlet / Outlet Structure,000,A221000,Road to Lower Inlet / Outlet Structure,4,,,,BR-P4-A2-21-000,BRIP4A221000,BRIP422100,BRIP4A221000
A2,Surface Infrastructure and Enabling ,21,Road to Lower Inlet / Outlet Structure,010,A221010,Road to Lower Inlet / Outlet Structure,5,Aiden Goggins,,,BR-P4-A2-21-010,BRIP4A221010,BRIP422110,BRIP4A221010
A2,Surface Infrastructure and Enabling ,22,Road to Upper Res/Saddle Dam,000,A222000,Road to Upper Res/Saddle Dam,4,,,,BR-P4-A2-22-000,BRIP4A222000,BRIP422200,BRIP4A222000
A2,Surface Infrastructure and Enabling ,22,Road to Upper Res/Saddle Dam,010,A222010,Road to Upper Res/Saddle Dam,5,Aiden Goggins,,,BR-P4-A2-22-010,BRIP4A222010,BRIP422210,BRIP4A222010
A2,Surface Infrastructure and Enabling ,23,Ring Road at Upper Res incl. Access to upper intake and Bellmouth ,000,A223000,Ring Road at Upper Res incl. Access to upper intake and Bellmouth ,4,,,,BR-P4-A2-23-000,BRIP4A223000,BRIP422200,BRIP4A223000
A2,Surface Infrastructure and Enabling ,23,Ring Road at Upper Res incl. Access to upper intake and Bellmouth ,010,A223010,Ring Road at Upper Res incl. Access to upper intake and Bellmouth ,5,Aiden Goggins,,,BR-P4-A2-23-010,BRIP4A223010,BRIP422210,BRIP4A223010
A2,Surface Infrastructure and Enabling ,24,MAT / ECVT Portal Pad Excavation,000,A224000,MAT / ECVT Portal Pad Excavation,4,,,,BR-P4-A2-24-000,BRIP4A224000,BRIP422300,BRIP4A224000
A2,Surface Infrastructure and Enabling ,24,MAT / ECVT Portal Pad Excavation,010,A224010,MAT / ECVT Portal Pad Excavation,5,Aiden Goggins,,,BR-P4-A2-24-010,BRIP4A224010,BRIP423010,BRIP4A224010
A3,Underground Waterways ,00,Underground Waterways ,000,A300000,Underground Waterways ,3,,,,BR-P4-A3-00-000,BRIP4A300000,BRIP430100,BRIP4A300000
A3,Underground Waterways ,01,Contractor Indirect & overheads stage 1,000,A301000,Contractor Indirect & overheads stage 1,4,,,,BR-P4-A3-01-000,BRIP4A301000,BRIP430100,BRIP4A301000
A3,Underground Waterways ,01,Contractor Indirect & overheads stage 1,110,A301110,Contractor Indirects & overheads,5,Shannon Green,,,BR-P4-A3-01-110,BRIP4A301110,BRIP430110,BRIP4A301110
A3,Underground Waterways ,02,Design ,000,A302000,Design ,4,,,,BR-P4-A3-02-000,BRIP4A302000,BRIP430200,BRIP4A302000
A3,Underground Waterways ,02,Design ,210,A302210,Design ,5,Bradley Norwood,,,BR-P4-A3-02-210,BRIP4A302210,BRIP430210,BRIP4A302210
A3,Underground Waterways ,10,North Alignment Waterway,000,A310000,North Alignment Waterway,4,,,,BR-P4-A3-10-000,BRIP4A310000,BRIP431000,BRIP4A310000
A3,Underground Waterways ,10,North Alignment Waterway,010,A310010,Upper Inlet/Outlet Structure Bellmouth - North,5,Shannon Green,,,BR-P4-A3-10-010,BRIP4A310010,BRIP431010,BRIP4A310010
A3,Underground Waterways ,10,North Alignment Waterway,020,A310020,Upper Inlet/Outlet Structure Gate Shaft - North,5,Shannon Green,,,BR-P4-A3-10-020,BRIP4A310020,BRIP431020,BRIP4A310020
A3,Underground Waterways ,10,North Alignment Waterway,030,A310030,Lower Inlet/Outlet Structure Bellmouth - North,5,Shannon Green,,,BR-P4-A3-10-030,BRIP4A310030,BRIP431030,BRIP4A310030
A3,Underground Waterways ,10,North Alignment Waterway,040,A310040,Lower Inlet/Outlet Structure Gate Shaft Middle to Top - North,5,Shannon Green,,,BR-P4-A3-10-040,BRIP4A310040,BRIP431040,BRIP4A310040
A3,Underground Waterways ,10,North Alignment Waterway,050,A310050,Lower Inlet/Outlet Structure Gate Shaft Lower Part/Square Section - North,5,Shannon Green,,,BR-P4-A3-10-050,BRIP4A310050,BRIP431050,BRIP4A310050
A3,Underground Waterways ,10,North Alignment Waterway,060,A310060,Low Pressure Tunnel - North,5,Shannon Green,,,BR-P4-A3-10-060,BRIP4A310060,BRIP431060,BRIP4A310060
A3,Underground Waterways ,10,North Alignment Waterway,070,A310070,Erection Chamber - Upper - North,5,Shannon Green,,,BR-P4-A3-10-070,BRIP4A310070,BRIP431070,BRIP4A310070
A3,Underground Waterways ,10,North Alignment Waterway,080,A310080,Vertical Pressure Shaft - North,5,Shannon Green,,,BR-P4-A3-10-080,BRIP4A310080,BRIP431080,BRIP4A310080
A3,Underground Waterways ,10,North Alignment Waterway,090,A310090,Erection Chamber - Lower - North,5,Shannon Green,,,BR-P4-A3-10-090,BRIP4A310090,BRIP431090,BRIP4A310090
A3,Underground Waterways ,10,North Alignment Waterway,100,A310100,High Pressure Tunnel - North,5,Shannon Green,,,BR-P4-A3-10-100,BRIP4A310100,BRIP431100,BRIP4A310100
A3,Underground Waterways ,10,North Alignment Waterway,110,A310110,Penstock Steel Lined - North,5,Shannon Green,,,BR-P4-A3-10-110,BRIP4A310110,BRIP431110,BRIP4A310110
A3,Underground Waterways ,10,North Alignment Waterway,120,A310120,Tailrace Collector Tunnel - North,5,Shannon Green,,,BR-P4-A3-10-120,BRIP4A310120,BRIP431120,BRIP4A310120
A3,Underground Waterways ,10,North Alignment Waterway,130,A310130,Tailrace Tunnel - North,5,Shannon Green,,,BR-P4-A3-10-130,BRIP4A310130,BRIP431130,BRIP4A310130
A3,Underground Waterways ,10,North Alignment Waterway,140,A310140,Surge Tank - North,5,Shannon Green,,,BR-P4-A3-10-140,BRIP4A310140,BRIP431140,BRIP4A310140
A3,Underground Waterways ,20,South Alignment Waterway,000,A320000,South Alignment Waterway,4,,,,BR-P4-A3-20-000,BRIP4A320000,BRIP432000,BRIP4A320000
A3,Underground Waterways ,20,South Alignment Waterway,010,A320010,Upper Inlet/Outlet Structure Bellmouth - South,5,Shannon Green,,,BR-P4-A3-20-010,BRIP4A320010,BRIP432010,BRIP4A320010
A3,Underground Waterways ,20,South Alignment Waterway,020,A320020,Upper Inlet/Outlet Structure Gate Shaft - South,5,Shannon Green,,,BR-P4-A3-20-020,BRIP4A320020,BRIP432020,BRIP4A320020
A3,Underground Waterways ,20,South Alignment Waterway,030,A320030,Lower Inlet/Outlet Structure Bellmouth - South,5,Shannon Green,,,BR-P4-A3-20-030,BRIP4A320030,BRIP432030,BRIP4A320030
A3,Underground Waterways ,20,South Alignment Waterway,040,A320040,Lower Inlet/Outlet Structure Gate Shaft Middle to Top - South,5,Shannon Green,,,BR-P4-A3-20-040,BRIP4A320040,BRIP432040,BRIP4A320040
A3,Underground Waterways ,20,South Alignment Waterway,050,A320050,Lower Inlet/Outlet Structure Gate Shaft Lower Part/Square Section - South,5,Shannon Green,,,BR-P4-A3-20-050,BRIP4A320050,BRIP432050,BRIP4A320050
A3,Underground Waterways ,20,South Alignment Waterway,060,A320060,Low Pressure Tunnel - South,5,Shannon Green,,,BR-P4-A3-20-060,BRIP4A320060,BRIP432060,BRIP4A320060
A3,Underground Waterways ,20,South Alignment Waterway,070,A320070,Erection Chamber - Upper - South,5,Shannon Green,,,BR-P4-A3-20-070,BRIP4A320070,BRIP432070,BRIP4A320070
A3,Underground Waterways ,20,South Alignment Waterway,080,A320080,Vertical Pressure Shaft - South,5,Shannon Green,,,BR-P4-A3-20-080,BRIP4A320080,BRIP432080,BRIP4A320080
A3,Underground Waterways ,20,South Alignment Waterway,090,A320090,Erection Chamber - Lower - South,5,Shannon Green,,,BR-P4-A3-20-090,BRIP4A320090,BRIP432090,BRIP4A320090
A3,Underground Waterways ,20,South Alignment Waterway,100,A320100,High Pressure Tunnel - South,5,Shannon Green,,,BR-P4-A3-20-100,BRIP4A320100,BRIP432100,BRIP4A320100
A3,Underground Waterways ,20,South Alignment Waterway,110,A320110,Penstock Steel Lined - South,5,Shannon Green,,,BR-P4-A3-20-110,BRIP4A320110,BRIP432110,BRIP4A320110
A3,Underground Waterways ,20,South Alignment Waterway,120,A320120,Tailrace Collector Tunnel - South,5,Shannon Green,,,BR-P4-A3-20-120,BRIP4A320120,BRIP432120,BRIP4A320120
A3,Underground Waterways ,20,South Alignment Waterway,130,A320130,Tailrace Tunnel - South,5,Shannon Green,,,BR-P4-A3-20-130,BRIP4A320130,BRIP432130,BRIP4A320130
A3,Underground Waterways ,20,South Alignment Waterway,140,A320140,Surge Tank - South,5,Shannon Green,,,BR-P4-A3-20-140,BRIP4A320140,BRIP432140,BRIP4A320140
A3,Underground Waterways ,30,Platform and Control Buildings,000,A330000,Platform and Control Buildings,4,,,,BR-P4-A3-30-000,BRIP4A330000,BRIP433000,BRIP4A330000
A3,Underground Waterways ,30,Platform and Control Buildings,010,A330010,Upper Inlet/Outlet Platform and Control Building,5,Shannon Green,,,BR-P4-A3-30-010,BRIP4A330010,BRIP433010,BRIP4A330010
A3,Underground Waterways ,30,Platform and Control Buildings,020,A330020,Lower Inlet/Outlet Platform and Control Building,5,Shannon Green,,,BR-P4-A3-30-020,BRIP4A330020,BRIP433020,BRIP4A330020
A3,Underground Waterways ,40,Lower Inlet Structure Approach ,000,A340000,Lower Inlet Structure Approach ,4,,,,BR-P4-A3-40-000,BRIP4A340000,BRIP434000,BRIP4A340000
A3,Underground Waterways ,40,Lower Inlet Structure Approach ,010,A340010,Lower Inlet/Outlet Structure - Approach,5,,,,BR-P4-A3-40-010,BRIP4A340010,BRIP434010,BRIP4A340010
A3,Underground Waterways ,50,Surge Tanks Permanent access tunnel,000,A350000,Surge Tanks Permanent access tunnel,4,,,,BR-P4-A3-50-000,BRIP4A350000,BRIP435000,BRIP4A350000
A3,Underground Waterways ,50,Surge Tanks Permanent access tunnel,010,A350010,Surge Tanks Permanent access tunnel,5,Shannon Green,,,BR-P4-A3-50-010,BRIP4A350010,BRIP435010,BRIP4A350010
A3,Underground Waterways ,60,Assembly Chambers,000,A360000,Assembly Chambers,4,,,,BR-P4-A3-60-000,BRIP4A360000,BRIP436000,BRIP4A360000
A3,Underground Waterways ,60,Assembly Chambers,010,A360010,"Upstream Assembly Chambers, Connection Tunnels and Adit",5,Shannon Green,Split Upstream/Downstream,,BR-P4-A3-60-010,BRIP4A360010,BRIP436010,BRIP4A360010
A3,Underground Waterways ,60,Assembly Chambers,020,A360020,"Downstream Assembly Chambers, Connection Tunnels and Adit",5,Shannon Green,New,,BR-P4-A3-60-020,BRIP4A360020,BRIP436010,BRIP4A360020
A3,Underground Waterways ,70,Site Rehabilitation ,000,A370000,Site Rehabilitation ,4,,,,BR-P4-A3-70-000,BRIP4A370000,BRIP437000,BRIP4A370000
A3,Underground Waterways ,70,Site Rehabilitation ,010,A370010,Site Rehabilitation ,5,Shannon Green,,,BR-P4-A3-70-010,BRIP4A370010,BRIP437010,BRIP4A370010
A4,Underground Access & Caverns ,00,Underground Access & Caverns ,000,A400000,Underground Access & Caverns ,3,,"More than 10 level 4 WBS, so an extra integer has been created",,BR-P4-A4-00-000,BRIP4A400000,,BRIP4A400000
A4,Underground Access & Caverns ,01,Contractor Indirect & overheads,000,A401000,Contractor Indirect & overheads,4,,,,BR-P4-A4-01-000,BRIP4A401000,BRIP440100,BRIP4A401000
A4,Underground Access & Caverns ,01,Contractor Indirect & overheads,010,A401010,Contractor Indirects & overheads,5,Shannon Green,,,BR-P4-A4-01-010,BRIP4A401010,BRIP440110,BRIP4A401010
A4,Underground Access & Caverns ,02,Design ,000,A402000,Design ,4,,,,BR-P4-A4-02-000,BRIP4A402000,BRIP440200,BRIP4A402000
A4,Underground Access & Caverns ,02,Design ,010,A402010,Detail Design - Main Facility,5,Bradley Norwood,Split for Main Facility/OEM,,BR-P4-A4-02-010,BRIP4A402010,BRIP440210,BRIP4A402010
A4,Underground Access & Caverns ,02,Design ,020,A402020,Detail Design - OEM ,5,Bradley Norwood,Split for Main Facility/OEM,,BR-P4-A4-02-020,BRIP4A402020,BRIP440210,BRIP4A402020
A4,Underground Access & Caverns ,03,Site Clearing ,000,A403000,Site Clearing ,4,,,,BR-P4-A4-03-000,BRIP4A403000,BRIP440300,BRIP4A403000
A4,Underground Access & Caverns ,03,Site Clearing ,010,A403010,Site Clearing ,5,Shannon Green,,,BR-P4-A4-03-010,BRIP4A403010,BRIP440310,BRIP4A403010
A4,Underground Access & Caverns ,04,Construction Surface Facilities,000,A404000,Construction Surface Facilities,4,,,,BR-P4-A4-04-000,BRIP4A404000,BRIP440400,BRIP4A404000
A4,Underground Access & Caverns ,04,Construction Surface Facilities,010,A404010,Construction Site Facilities -  Platform Areas,5,Shannon Green,,,BR-P4-A4-04-010,BRIP4A404010,BRIP440410,BRIP4A404010
A4,Underground Access & Caverns ,04,Construction Surface Facilities,020,A404020,Grout plant - mobilise and demobilise,5,Shannon Green,,,BR-P4-A4-04-020,BRIP4A404020,BRIP440420,BRIP4A404020
A4,Underground Access & Caverns ,04,Construction Surface Facilities,030,A404030,Construction Site Facilities -  Platform 2 - Concrete Plant,5,Shannon Green,,,BR-P4-A4-04-030,BRIP4A404030,BRIP440430,BRIP4A404030
A4,Underground Access & Caverns ,04,Construction Surface Facilities,040,A404040,Concrete batching plant - mobilise and demobilise,5,Shannon Green,,,BR-P4-A4-04-040,BRIP4A404040,BRIP440440,BRIP4A404040
A4,Underground Access & Caverns ,04,Construction Surface Facilities,050,A404050,Construction Site Facilities -  Upper inlet / outlet - Concrete Plant,5,Shannon Green,,,BR-P4-A4-04-050,BRIP4A404050,BRIP440450,BRIP4A404050
A4,Underground Access & Caverns ,05,ECTV Exploratory Drilling,000,A405000,ECTV Exploratory Drilling,4,,,,BR-P4-A4-05-000,BRIP4A405000,BRIP440500,BRIP4A405000
A4,Underground Access & Caverns ,05,ECTV Exploratory Drilling,010,A405010,Exploratory Tunnel - Surface Works,5,,,,BR-P4-A4-05-010,BRIP4A405010,BRIP440510,BRIP4A405010
A4,Underground Access & Caverns ,05,ECTV Exploratory Drilling,020,A405020,Exploratory Tunnel - Underground Works,5,,,,BR-P4-A4-05-020,BRIP4A405020,BRIP440520,BRIP4A405020
A4,Underground Access & Caverns ,05,ECTV Exploratory Drilling,030,A405030,Exploratory Tunnel - Caverns Investigation,5,,,,BR-P4-A4-05-030,BRIP4A405030,BRIP440530,BRIP4A405030
A4,Underground Access & Caverns ,05,ECTV Exploratory Drilling,040,A405040,Exploratory Tunnel - Management Services,5,,,,BR-P4-A4-05-040,BRIP4A405040,BRIP440540,BRIP4A405040
A4,Underground Access & Caverns ,06,MAT and ECVT,000,A406000,MAT and ECVT,4,,,,BR-P4-A4-06-000,BRIP4A406000,BRIP440600,BRIP4A406000
A4,Underground Access & Caverns ,06,MAT and ECVT,010,A406010,Main Access Tunnel (MAT),5,Shannon Green,,,BR-P4-A4-06-010,BRIP4A406010,BRIP440610,BRIP4A406010
A4,Underground Access & Caverns ,06,MAT and ECVT,020,A406020,"Emergency, Cable and Ventilation Tunnel (ECVT) Completion ",5,Shannon Green,,,BR-P4-A4-06-020,BRIP4A406020,BRIP440620,BRIP4A406020
A4,Underground Access & Caverns ,07,Power Cavern,000,A407000,Power Cavern,4,,,,BR-P4-A4-07-000,BRIP4A407000,BRIP440700,BRIP4A407000
A4,Underground Access & Caverns ,07,Power Cavern,010,A407010,Power Cavern,5,Shannon Green,,,BR-P4-A4-07-010,BRIP4A407010,BRIP440710,BRIP4A407010
A4,Underground Access & Caverns ,08,Transformer Cavern,000,A408000,Transformer Cavern,4,,,,BR-P4-A4-08-000,BRIP4A408000,BRIP440800,BRIP4A408000
A4,Underground Access & Caverns ,08,Transformer Cavern,010,A408010,Transformer Cavern,5,Shannon Green,,,BR-P4-A4-08-010,BRIP4A408010,BRIP440810,BRIP4A408010
A4,Underground Access & Caverns ,09,IPB Galleries (x 6),000,A409000,IPB Galleries (x 6),4,,,,BR-P4-A4-09-000,BRIP4A409000,BRIP440900,BRIP4A409000
A4,Underground Access & Caverns ,09,IPB Galleries (x 6),010,A409010,IPB Galleries (x 6),5,Shannon Green,,,BR-P4-A4-09-010,BRIP4A409010,BRIP440910,BRIP4A409010
A4,Underground Access & Caverns ,10,MAT Tunnels between Power Cavern and Transformer Cavern,000,A410000,MAT Tunnels between Power Cavern and Transformer Cavern,4,,,,BR-P4-A4-10-000,BRIP4A410000,BRIP441000,BRIP4A410000
A4,Underground Access & Caverns ,10,MAT Tunnels between Power Cavern and Transformer Cavern,010,A410010,MAT Tunnels between Power Cavern and Transformer Cavern,5,Shannon Green,,,BR-P4-A4-10-010,BRIP4A410010,BRIP441010,BRIP4A410010
A4,Underground Access & Caverns ,11,Traffic Control,000,A411000,Traffic Control,4,,,,BR-P4-A4-11-000,BRIP4A411000,BRIP441100,BRIP4A411000
A4,Underground Access & Caverns ,11,Traffic Control,010,A411010,Traffic Control,5,Shannon Green,,,BR-P4-A4-11-010,BRIP4A411010,BRIP441110,BRIP4A411010
A4,Underground Access & Caverns ,12,Site Rehabilitation ,000,A412000,Site Rehabilitation ,4,,,,BR-P4-A4-12-000,BRIP4A412000,BRIP441100,BRIP4A412000
A4,Underground Access & Caverns ,12,Site Rehabilitation ,010,A412010,Site Rehabilitation ,5,Shannon Green,,,BR-P4-A4-12-010,BRIP4A412010,BRIP441110,BRIP4A412010
A5,Powerhouse Mech & Elec,00,Powerhouse Mech & Elec,000,A500000,Powerhouse Mech & Elec,3,,,,BR-P4-A5-00-000,BRIP4A500000,,BRIP4A500000
A5,Powerhouse Mech & Elec,01,Contractor Indirect & overheads,000,A501000,Contractor Indirect & overheads,4,,,,BR-P4-A5-01-000,BRIP4A501000,BRIP450100,BRIP4A501000
A5,Powerhouse Mech & Elec,01,Contractor Indirects & overheads,010,A501010,Contractor Indirects & overheads,5,Shannon Green,,,BR-P4-A5-01-010,BRIP4A501010,BRIP450110,BRIP4A501010
A5,Powerhouse Mech & Elec,02,Design ,000,A502000,Design ,4,,,,BR-P4-A5-02-000,BRIP4A502000,BRIP450200,BRIP4A502000
A5,Powerhouse Mech & Elec,02,Design ,010,A502010,Design ,5,Bradley Norwood,,,BR-P4-A5-02-010,BRIP4A502010,BRIP450210,BRIP4A502010
A5,Powerhouse Mech & Elec,03,Mech & Elec,000,A503000,Mech & Elec,4,,,,BR-P4-A5-03-000,BRIP4A503000,BRIP450300,BRIP4A503000
A5,Powerhouse Mech & Elec,03,Mech & Elec,010,A503010,Mech & Elec,5,Shannon Green,,,BR-P4-A5-03-010,BRIP4A503010,BRIP450310,BRIP4A503010
A5,Powerhouse Mech & Elec,04,Power Turbines,000,A504000,Power Turbines,4,,,,BR-P4-A5-04-000,BRIP4A504000,BRIP450400,BRIP4A504000
A5,Powerhouse Mech & Elec,04,Power Turbines,010,A504010,Power Turbines,5,Shannon Green,,,BR-P4-A5-04-010,BRIP4A504010,BRIP450410,BRIP4A504010
A5,Powerhouse Mech & Elec,05,Transformers,000,A505000,Transformers,4,,,,BR-P4-A5-05-000,BRIP4A505000,BRIP450500,BRIP4A505000
A5,Powerhouse Mech & Elec,05,Transformers,010,A505010,Transformers,5,Shannon Green,,,BR-P4-A5-05-010,BRIP4A505010,BRIP450510,BRIP4A505010
A5,Powerhouse Mech & Elec,06,Hydro-Mechanical Works,000,A506000,Hydro-Mechanical Works,4,,,,BR-P4-A5-06-000,BRIP4A506000,BRIP450600,BRIP4A506000
A5,Powerhouse Mech & Elec,06,Hydro-Mechanical Works,010,A506010,Hydro-Mechanical Works,5,Shannon Green,,,BR-P4-A5-06-010,BRIP4A506010,BRIP450610,BRIP4A506010
A5,Powerhouse Mech & Elec,07,Electrical Install,000,A507000,Electrical Install,4,,,,BR-P4-A5-07-000,BRIP4A507000,BRIP450700,BRIP4A507000
A5,Powerhouse Mech & Elec,07,Electrical Install,010,A507010,Electrical Install,5,Shannon Green,,,BR-P4-A5-07-010,BRIP4A507010,BRIP450710,BRIP4A507010
A5,Powerhouse Mech & Elec,08,Power Evacuation and Grid Connection,000,A508000,Power Evacuation and Grid Connection,4,,,,BR-P4-A5-08-000,BRIP4A508000,BRIP450800,BRIP4A508000
A5,Powerhouse Mech & Elec,08,Power Evacuation and Grid Connection,010,A508010,Power Evacuation and Grid Connection,5,Shannon Green,,,BR-P4-A5-08-010,BRIP4A508010,BRIP450810,BRIP4A508010
A5,Powerhouse Mech & Elec,09,Commissioning OEM,000,A509000,Commissioning OEM,4,,,,BR-P4-A5-09-000,BRIP4A509000,BRIP450900,BRIP4A509000
A5,Powerhouse Mech & Elec,09,Commissioning OEM,010,A509010,Commissioning OEM,5,Shannon Green,,,BR-P4-A5-09-010,BRIP4A509010,BRIP450910,BRIP4A509010
A5,Powerhouse Mech & Elec,10,Site Rehabilitation ,000,A510000,Site Rehabilitation ,4,,,,BR-P4-A5-10-000,BRIP4A510000,BRIP451000,BRIP4A510000
A5,Powerhouse Mech & Elec,10,Site Rehabilitation ,010,A510010,Site Rehabilitation ,5,Shannon Green,,,BR-P4-A5-10-010,BRIP4A510010,BRIP451010,BRIP4A510010
A6,Lower Reservoir,00,Lower Reservoir,000,A600000,Lower Reservoir,3,,,,BR-P4-A6-00-000,BRIP4A600000,,BRIP4A600000
A6,Lower Reservoir,01,Contractor Indirect & overheads,000,A601000,Contractor Indirect & overheads,4,,,,BR-P4-A6-01-000,BRIP4A601000,BRIP460100,BRIP4A601000
A6,Lower Reservoir,01,Contractor Indirect & overheads,010,A601010,Contractor Indirect & overheads,5,Steve Pickering,,,BR-P4-A6-01-010,BRIP4A601010,BRIP460110,BRIP4A601010
A6,Lower Reservoir,02,Design,000,A602000,Design,4,,,,BR-P4-A6-02-000,BRIP4A602000,BRIP460200,BRIP4A602000
A6,Lower Reservoir,02,Design,010,A602010,Design,5,Bradley Norwood,,,BR-P4-A6-02-010,BRIP4A602010,BRIP460210,BRIP4A602010
A6,Lower Reservoir,03,Site Clearing ,000,A603000,Site Clearing ,4,,,,BR-P4-A6-03-000,BRIP4A603000,BRIP460300,BRIP4A603000
A6,Lower Reservoir,03,Site Clearing ,010,A603010,Site Clearing ,5,Steve Pickering,,,BR-P4-A6-03-010,BRIP4A603010,BRIP460310,BRIP4A603010
A6,Lower Reservoir,04,Quarry Development  and Material Operations,000,A604000,Quarry Development  and Material Operations,4,,,,BR-P4-A6-04-000,BRIP4A604000,BRIP460400,BRIP4A604000
A6,Lower Reservoir,04,Quarry Development  and Material Operations,010,A604010,Quarry Development  and Material Operations,5,Steve Pickering,,,BR-P4-A6-04-010,BRIP4A604010,BRIP460410,BRIP4A604010
A6,Lower Reservoir,05,Diversion and Watering,000,A605000,Diversion and Watering,4,,,,BR-P4-A6-05-000,BRIP4A605000,BRIP460500,BRIP4A605000
A6,Lower Reservoir,05,Diversion and Watering,010,A605010,Diversion and Watering,5,Steve Pickering,,,BR-P4-A6-05-010,BRIP4A605010,BRIP460510,BRIP4A605010
A6,Lower Reservoir,06,Foundations,000,A606000,Foundations,4,,,,BR-P4-A6-06-000,BRIP4A606000,BRIP460600,BRIP4A606000
A6,Lower Reservoir,06,Foundations,010,A606010,Foundations,5,Steve Pickering,,,BR-P4-A6-06-010,BRIP4A606010,BRIP460610,BRIP4A606010
A6,Lower Reservoir,07,Dam Construction,000,A607000,Dam Construction,4,,,,BR-P4-A6-07-000,BRIP4A607000,BRIP460700,BRIP4A607000
A6,Lower Reservoir,07,Dam Construction,010,A607010,Dam Construction,5,Steve Pickering,,,BR-P4-A6-07-010,BRIP4A607010,BRIP460710,BRIP4A607010
A6,Lower Reservoir,08,Spillway,000,A608000,Spillway,4,,,,BR-P4-A6-08-000,BRIP4A608000,BRIP460800,BRIP4A608000
A6,Lower Reservoir,08,Spillway,010,A608010,Spillway,5,Steve Pickering,,,BR-P4-A6-08-010,BRIP4A608010,BRIP460810,BRIP4A608010
A6,Lower Reservoir,09,Intake Tower,000,A609000,Intake Tower,4,,,,BR-P4-A6-09-000,BRIP4A609000,BRIP460900,BRIP4A609000
A6,Lower Reservoir,09,Intake Tower,010,A609010,Intake Tower,5,Steve Pickering,,,BR-P4-A6-09-010,BRIP4A609010,BRIP460910,BRIP4A609010
A6,Lower Reservoir,10,Outlet Works,000,A610000,Outlet Works,4,,,,BR-P4-A6-10-000,BRIP4A610000,BRIP461000,BRIP4A610000
A6,Lower Reservoir,10,Outlet Works,010,A610010,Outlet Works,5,Steve Pickering,,,BR-P4-A6-10-010,BRIP4A610010,BRIP461010,BRIP4A610010
A6,Lower Reservoir,11,Fishway,000,A611000,Fishway,4,,,,BR-P4-A6-11-000,BRIP4A611000,BRIP461100,BRIP4A611000
A6,Lower Reservoir,11,Fishway,010,A611010,Fishway,5,Steve Pickering,,,BR-P4-A6-11-010,BRIP4A611010,BRIP461110,BRIP4A611010
A6,Lower Reservoir,12,Over topping Event of the Lower Dam,000,A612000,Over topping Event of the Lower Dam,4,,,,BR-P4-A6-12-000,BRIP4A612000,BRIP461200,BRIP4A612000
A6,Lower Reservoir,12,Over topping Event of the Lower Dam,010,A612010,Over topping Event of the Lower Dam,5,Steve Pickering,,,BR-P4-A6-12-010,BRIP4A612010,BRIP461210,BRIP4A612010
A6,Lower Reservoir,13,Traffic Control,000,A613000,Traffic Control,4,,,,BR-P4-A6-13-000,BRIP4A613000,BRIP461300,BRIP4A613000
A6,Lower Reservoir,13,Traffic Control,010,A613010,Traffic Control,5,Steve Pickering,,,BR-P4-A6-13-010,BRIP4A613010,BRIP461310,BRIP4A613010
A6,Lower Reservoir,14,Site Rehabilitation,000,A614000,Site Rehabilitation,4,,,,BR-P4-A6-14-000,BRIP4A614000,BRIP461400,BRIP4A614000
A6,Lower Reservoir,14,Site Rehabilitation,010,A614010,Site Rehabilitation,5,Steve Pickering,,,BR-P4-A6-14-010,BRIP4A614010,BRIP461410,BRIP4A614010
A7,Upper Reservoir,00,Upper Reservoir,000,A700000,Upper Reservoir,3,,,,BR-P4-A7-00-000,BRIP4A700000,,BRIP4A700000
A7,Upper Reservoir,01,Contractor Indirect & overheads,000,A701000,Contractor Indirect & overheads,4,,,,BR-P4-A7-01-000,BRIP4A701000,BRIP470100,BRIP4A701000
A7,Upper Reservoir,01,Contractor Indirect & overheads,010,A701010,Contractor Indirect & overheads,5,Clifford Hookham,,,BR-P4-A7-01-010,BRIP4A701010,BRIP470110,BRIP4A701010
